time,ax,ay,az,wx,wy,wz
37035.595,0.020,-0.017,-1.049,4.670,-1.206,-1.068
37035.602,0.019,-0.013,-1.053,4.624,-1.175,-0.855
37035.609,0.020,-0.016,-1.041,4.609,-1.221,-0.992
37035.617,0.022,-0.014,-1.044,4.654,-1.297,-0.885
37035.701,0.018,-0.014,-1.051,4.731,-1.267,-0.992
37035.708,0.016,-0.016,-1.047,4.532,-1.282,-0.855
37035.715,0.020,-0.013,-1.046,4.654,-1.358,-0.839
37035.722,0.021,-0.014,-1.049,4.486,-1.297,-0.824
37035.729,0.019,-0.012,-1.046,4.486,-1.312,-0.870
37035.737,0.021,-0.010,-1.051,4.547,-1.251,-1.053
37035.744,0.024,-0.015,-1.043,4.593,-1.373,-0.870
37035.751,0.020,-0.015,-1.043,4.532,-1.236,-0.855
37035.758,0.024,-0.008,-1.049,4.486,-1.282,-0.824
37035.765,0.023,-0.010,-1.045,4.609,-1.221,-0.977
37035.772,0.019,-0.011,-1.046,4.486,-1.328,-1.022
37035.780,0.021,-0.014,-1.046,4.563,-1.251,-0.900
37035.787,0.024,-0.012,-1.050,4.639,-1.022,-0.946
37035.794,0.020,-0.015,-1.048,4.654,-1.099,-0.855
37035.801,0.015,-0.015,-1.047,4.609,-1.206,-1.007
37035.809,0.021,-0.014,-1.049,4.593,-1.145,-0.961
37035.914,0.021,-0.015,-1.042,4.532,-1.175,-0.916
37035.921,0.018,-0.012,-1.046,4.609,-1.312,-0.839
37035.928,0.020,-0.012,-1.043,4.502,-1.267,-1.038
37035.935,0.018,-0.011,-1.050,4.578,-1.297,-1.038
37035.942,0.020,-0.011,-1.046,4.547,-1.267,-0.931
37035.950,0.018,-0.014,-1.048,4.639,-1.328,-0.916
37035.957,0.023,-0.016,-1.048,4.609,-1.190,-1.038
37035.964,0.018,-0.013,-1.044,4.578,-1.221,-1.068
37035.971,0.023,-0.013,-1.044,4.639,-1.328,-0.961
37035.979,0.021,-0.014,-1.044,4.532,-1.251,-0.839
37035.986,0.018,-0.012,-1.047,4.670,-1.145,-0.885
37035.993,0.017,-0.010,-1.047,4.593,-1.389,-0.885
37036.000,0.021,-0.011,-1.051,4.715,-1.236,-0.778
37036.007,0.017,-0.013,-1.047,4.578,-1.328,-0.992
37036.014,0.019,-0.016,-1.053,4.654,-1.236,-0.977
37036.022,0.019,-0.010,-1.050,4.502,-1.267,-0.794
37036.029,0.018,-0.011,-1.048,4.517,-1.251,-0.916
37036.036,0.021,-0.014,-1.044,4.654,-1.221,-0.946
37036.128,0.019,-0.014,-1.047,4.609,-1.312,-0.946
37036.135,0.016,-0.014,-1.056,4.715,-1.282,-0.824
37036.143,0.018,-0.013,-1.043,4.685,-1.206,-1.114
37036.165,0.021,-0.015,-1.050,4.654,-1.221,-0.855
37036.172,0.021,-0.014,-1.047,4.563,-1.267,-0.794
37036.179,0.020,-0.013,-1.049,4.517,-1.389,-0.961
37036.187,0.020,-0.011,-1.049,4.609,-1.267,-0.885
37036.194,0.022,-0.011,-1.051,4.547,-1.221,-0.839
37036.201,0.021,-0.011,-1.049,4.502,-1.373,-0.794
37036.208,0.016,-0.012,-1.046,4.547,-1.297,-1.038
37036.215,0.015,-0.013,-1.050,4.624,-1.175,-0.885
37036.223,0.018,-0.012,-1.045,4.685,-1.251,-0.916
37036.230,0.023,-0.015,-1.051,4.639,-1.282,-1.038
37036.237,0.022,-0.016,-1.046,4.685,-1.251,-0.809
37036.244,0.021,-0.012,-1.047,4.593,-1.267,-0.839
37036.251,0.018,-0.012,-1.049,4.547,-1.297,-0.916
37036.259,0.019,-0.015,-1.048,4.685,-1.328,-0.809
37036.281,0.021,-0.011,-1.043,4.609,-1.206,-0.961
37036.289,0.021,-0.015,-1.045,4.578,-1.312,-0.778
37036.296,0.021,-0.010,-1.050,4.685,-1.267,-0.931
37036.303,0.021,-0.014,-1.049,4.578,-1.282,-0.946
37036.310,0.019,-0.012,-1.046,4.471,-1.129,-0.931
37036.317,0.016,-0.012,-1.051,4.578,-1.251,-0.870
37036.402,0.019,-0.009,-1.048,4.547,-1.373,-0.885
37036.409,0.020,-0.015,-1.049,4.654,-1.312,-0.916
37036.416,0.020,-0.010,-1.048,4.670,-1.236,-0.870
37036.423,0.018,-0.011,-1.047,4.532,-1.190,-0.931
37036.431,0.018,-0.015,-1.049,4.563,-1.343,-0.916
37036.438,0.018,-0.016,-1.047,4.639,-1.206,-0.855
37036.445,0.017,-0.015,-1.040,4.593,-1.190,-1.007
37036.452,0.016,-0.012,-1.050,4.486,-1.251,-0.763
37036.459,0.021,-0.015,-1.047,4.624,-1.358,-0.946
37036.467,0.020,-0.015,-1.051,4.593,-1.175,-0.916
37036.474,0.019,-0.009,-1.049,4.532,-1.282,-1.083
37036.481,0.019,-0.011,-1.046,4.578,-1.160,-0.977
37036.488,0.018,-0.012,-1.046,4.609,-1.251,-0.839
37036.495,0.021,-0.014,-1.053,4.578,-1.267,-0.885
37036.503,0.022,-0.013,-1.055,4.624,-1.221,-0.977
37036.510,0.026,-0.015,-1.048,4.609,-1.190,-0.885
37036.517,0.022,-0.016,-1.047,4.593,-1.221,-0.916
37036.524,0.019,-0.009,-1.048,4.609,-1.251,-1.038
37036.602,0.020,-0.015,-1.046,4.654,-1.297,-0.931
37036.609,0.022,-0.016,-1.044,4.685,-1.160,-1.007
37036.616,0.020,-0.009,-1.050,4.731,-1.236,-0.992
37036.624,0.019,-0.014,-1.052,4.715,-1.206,-0.855
37036.631,0.022,-0.013,-1.056,4.578,-1.343,-0.977
37036.638,0.016,-0.012,-1.048,4.578,-1.312,-0.885
37036.645,0.021,-0.015,-1.052,4.380,-1.328,-0.946
37036.652,0.021,-0.015,-1.046,4.502,-1.328,-0.961
37036.660,0.015,-0.011,-1.043,4.624,-1.129,-0.946
37036.667,0.019,-0.007,-1.044,4.547,-1.297,-0.748
37036.674,0.020,-0.017,-1.046,4.685,-1.373,-0.961
37036.681,0.019,-0.014,-1.050,4.670,-1.328,-0.977
37036.689,0.016,-0.009,-1.046,4.685,-1.236,-0.992
37036.696,0.019,-0.011,-1.051,4.609,-1.328,-0.931
37036.703,0.018,-0.010,-1.052,4.578,-1.267,-0.992
37036.710,0.018,-0.016,-1.042,4.578,-1.419,-0.977
37036.717,0.016,-0.012,-1.044,4.563,-1.389,-0.961
37036.724,0.022,-0.014,-1.045,4.578,-1.190,-0.992
37036.732,0.015,-0.012,-1.048,4.532,-1.358,-0.961
37036.739,0.020,-0.015,-1.046,4.715,-1.373,-1.022
37036.746,0.022,-0.012,-1.046,4.624,-1.160,-1.053
37036.851,0.015,-0.015,-1.051,4.593,-1.267,-0.992
37036.859,0.019,-0.013,-1.050,4.654,-1.236,-0.855
37036.866,0.017,-0.017,-1.044,4.486,-1.450,-0.794
37036.873,0.018,-0.012,-1.043,4.578,-1.282,-0.855
37036.880,0.014,-0.013,-1.047,4.563,-1.129,-0.946
37036.887,0.019,-0.009,-1.042,4.563,-1.251,-0.870
37036.895,0.022,-0.016,-1.048,4.609,-1.267,-0.916
37036.902,0.019,-0.013,-1.042,4.563,-1.267,-0.855
37036.909,0.020,-0.015,-1.047,4.547,-1.175,-0.931
37036.916,0.017,-0.015,-1.049,4.624,-1.389,-0.809
37036.923,0.020,-0.014,-1.050,4.578,-1.282,-1.007
37036.931,0.015,-0.013,-1.046,4.486,-1.236,-0.916
37036.938,0.020,-0.012,-1.047,4.547,-1.267,-0.855
37036.945,0.022,-0.014,-1.044,4.517,-1.175,-0.855
37036.952,0.018,-0.015,-1.043,4.578,-1.373,-0.839
37036.959,0.022,-0.014,-1.055,4.609,-1.328,-1.038
37036.967,0.020,-0.013,-1.044,4.517,-1.206,-0.961
37036.974,0.016,-0.011,-1.044,4.425,-1.267,-0.977
37037.065,0.018,-0.014,-1.041,4.563,-1.145,-0.900
37037.072,0.023,-0.018,-1.050,4.563,-1.267,-1.007
37037.079,0.021,-0.015,-1.048,4.670,-1.206,-0.961
37037.086,0.022,-0.010,-1.043,4.578,-1.160,-0.946
37037.094,0.018,-0.008,-1.045,4.593,-1.175,-0.992
37037.101,0.020,-0.014,-1.050,4.715,-1.236,-0.885
37037.108,0.018,-0.017,-1.042,4.654,-1.251,-0.931
37037.115,0.022,-0.019,-1.047,4.624,-1.129,-0.870
37037.123,0.022,-0.014,-1.052,4.700,-1.221,-0.839
37037.130,0.019,-0.011,-1.044,4.715,-1.251,-1.007
37037.137,0.021,-0.015,-1.053,4.547,-1.297,-0.992
37037.145,0.017,-0.015,-1.047,4.639,-1.312,-0.855
37037.167,0.019,-0.015,-1.050,4.609,-1.160,-0.900
37037.174,0.021,-0.015,-1.043,4.654,-1.312,-0.992
37037.181,0.018,-0.015,-1.051,4.639,-1.251,-0.992
37037.189,0.018,-0.012,-1.044,4.609,-1.190,-0.885
37037.196,0.021,-0.014,-1.047,4.593,-1.236,-0.809
37037.203,0.020,-0.013,-1.044,4.731,-1.251,-0.839
37037.210,0.018,-0.009,-1.047,4.578,-1.251,-0.885
37037.218,0.018,-0.014,-1.043,4.410,-1.312,-0.870
37037.225,0.019,-0.016,-1.050,4.685,-1.190,-0.946
37037.232,0.020,-0.014,-1.053,4.639,-1.328,-1.145
37037.239,0.020,-0.014,-1.044,4.639,-1.145,-0.885
37037.247,0.018,-0.011,-1.051,4.715,-1.312,-1.007
37037.332,0.021,-0.009,-1.043,4.578,-1.221,-0.946
37037.340,0.023,-0.012,-1.050,4.456,-1.236,-0.992
37037.347,0.020,-0.012,-1.045,4.654,-1.267,-0.992
37037.354,0.020,-0.013,-1.043,4.639,-1.297,-1.053
37037.361,0.018,-0.013,-1.046,4.654,-1.236,-1.022
37037.368,0.019,-0.011,-1.045,4.609,-1.282,-0.855
37037.376,0.017,-0.016,-1.049,4.486,-1.297,-0.977
